--------  --------  --------  -----------  -----------  -----------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------  --------
Job ID    found     total     avg latency  max latency  min latency
JOB24717  0         /100      0            0            0
JOB24718  0         /100      0            0            0
JOB24719  0         /100      0            0            0
JOB24720  0         /100      0            0            0
JOB24721  0         /100      0            0            0
JOB24722  0         /100      0            0            0
JOB24723  0         /100      0            0            0
JOB24724  0         /100      0            0            0
JOB24725  0         /100      0            0            0
JOB24726  0         /100      0            0            0
JOB24727  0         /100      0            0            0
JOB24728  0         /100      0            0            0
JOB24729  0         /100      0            0            0
JOB24730  0         /100      0            0            0
JOB24731  0         /100      0            0            0
JOB24732  0         /100      0            0            0
JOB24733  0         /100      0            0            0
JOB24734  0         /100      0            0            0
JOB24735  0         /100      0            0            0
JOB24736  0         /100      0            0            0
JOB24737  0         /100      0            0            0
JOB24738  0         /100      0            0            0
JOB24739  0         /100      0            0            0
JOB24740  0         /100      0            0            0
JOB24741  0         /100      0            0            0
JOB24742  0         /100      0            0            0
JOB24743  0         /100      0            0            0
JOB24744  0         /100      0            0            0
JOB24745  0         /100      0            0            0
JOB24746  0         /100      0            0            0
JOB24747  0         /100      0            0            0
JOB24748  0         /100      0            0            0
JOB24749  0         /100      0            0            0
JOB24750  0         /100      0            0            0
JOB24751  0         /100      0            0            0
JOB24752  0         /100      0            0            0
JOB24753  0         /100      0            0            0
JOB24754  0         /100      0            0            0
JOB24755  0         /100      0            0            0
JOB24756  0         /100      0            0            0
JOB24757  0         /100      0            0            0
JOB24758  0         /100      0            0            0
JOB24759  0         /100      0            0            0
JOB24760  0         /100      0            0            0
JOB24761  0         /100      0            0            0
JOB24762  0         /100      0            0            0
JOB24763  0         /100      0            0            0
JOB24764  0         /100      0            0            0
JOB24765  0         /100      0            0            0
JOB24766  0         /100      0            0            0
JOB24767  0         /100      0            0            0
JOB24768  0         /100      0            0            0
JOB24769  0         /100      0            0            0
JOB24770  0         /100      0            0            0
JOB24771  0         /100      0            0            0
JOB24772  0         /100      0            0            0
JOB24773  0         /100      0            0            0
JOB24774  0         /100      0            0            0
JOB24775  0         /100      0            0            0
JOB24776  0         /100      0            0            0
JOB24777  0         /100      0            0            0
JOB24778  0         /100      0            0            0
JOB24779  0         /100      0            0            0
JOB24780  0         /100      0            0            0
JOB24781  0         /100      0            0            0
JOB24782  0         /100      0            0            0
JOB24783  0         /100      0            0            0
JOB24784  0         /100      0            0            0
JOB24785  0         /100      0            0            0
JOB24786  0         /100      0            0            0
JOB24787  0         /100      0            0            0
JOB24788  0         /100      0            0            0
JOB24789  0         /100      0            0            0
JOB24790  0         /100      0            0            0
JOB24791  0         /100      0            0            0
JOB24792  0         /100      0            0            0
JOB24793  0         /100      0            0            0
JOB24794  0         /100      0            0            0
JOB24795  0         /100      0            0            0
JOB24796  0         /100      0            0            0
JOB24797  0         /100      0            0            0
JOB24798  0         /100      0            0            0
JOB24799  0         /100      0            0            0
JOB24800  0         /100      0            0            0
JOB24801  0         /100      0            0            0
JOB24802  0         /100      0            0            0
